age,citizenship,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence_district,type_of_injury,ammunition,killed_by,event_year,event_month
15.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2010,1
27.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2010,1
21.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2010,1
21.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2010,1
22.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2010,1
20.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,12
18.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,12
20.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,12
15.0,Palestinian,Gaza,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2009,11
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,9
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,9
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,9
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,shell,Israeli security forces,2009,9
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,shell,Israeli security forces,2009,9
12.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,9
19.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2009,8
16.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,8
22.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2009,7
16.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,7
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2009,6
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2009,6
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2009,6
18.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2009,5
20.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2009,5
20.0,Palestinian,Rafah,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,5
20.0,Palestinian,Rafah,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,5
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Khan Yunis,gunfire,shell,Israeli security forces,2009,4
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Rafah,gunfire,shell,Israeli security forces,2009,4
20.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Gaza,gunfire,shell,Israeli security forces,2009,3
19.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Gaza,gunfire,shell,Israeli security forces,2009,3
27.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,3
27.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,3
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,3
20.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,3
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,3
13.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,2
28.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2009,2
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,shell,Israeli security forces,2009,2
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,2
23.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2009,2
25.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2009,2
25.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2009,1
24.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2009,1
82.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
17.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
70.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
80.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
62.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2009,1
32.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2009,1
36.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
10.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
60.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
28.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,shell,Israeli security forces,2009,1
51.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
17.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2009,1
53.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
13.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
4.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
3.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
17.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,shell,Israeli security forces,2009,1
5.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
55.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
3.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
46.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,1
63.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
3.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
15.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
14.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
35.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
48.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
51.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
32.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
6.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
33.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
3.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
10.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
10.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
7.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2009,1
47.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
41.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2009,1
52.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
34.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
50.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
17.0,Palestinian,Hebron,West Bank,M,0.0,Hebron,gunfire,live ammunition,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
14.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
22.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2009,1
44.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2009,1
81.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
7.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
6.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
11.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
2.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
33.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
15.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
44.0,Palestinian,Rafah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2009,1
1.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
36.0,Palestinian,Rafah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2009,1
67.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
6.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
7.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
49.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
33.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
35.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
40.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
7.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,shell,Israeli security forces,2009,1
35.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
8.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
64.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
26.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
32.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
9.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
25.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
41.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
46.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,shell,Israeli security forces,2009,1
14.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
31.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
27.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
46.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
18.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
86.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
46.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
18.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
34.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
62.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
53.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
73.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
54.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
45.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
45.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2009,1
18.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
26.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,Unknown,Unknown,Israeli security forces,2009,1
49.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,shelling,Unknown,Israeli security forces,2009,1
42.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2009,1
28.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
15.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
18.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
47.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
43.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
18.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
31.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
25.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
28.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
51.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
48.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
15.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
42.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
3.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
39.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
30.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
40.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
25.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
38.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
